filename,speed_mps,speed_kmh,is_moving,s1_vib_rms_mean,s1_vib_rms_std,s1_vib_rms_max,s1_vib_rms_p90,s1_vib_rms_min,s2_vib_rms_mean,s2_vib_rms_std,s2_vib_rms_max,s2_vib_rms_p90,s2_vib_rms_min,s1_shk_rms_mean,s1_shk_rms_std,s1_shk_rms_max,s2_shk_rms_mean,s2_shk_rms_std,s2_shk_rms_max,vib_rms_all_mean,shk_rms_all_mean,vib_ratio_mean,vib_diff_mean,vib_norm_diff,vib_ratio_max,vib_diff_max,shk_ratio_mean,shk_diff_mean,shk_norm_diff,s1_v_ptp_mean,s2_v_ptp_mean,v_ptp_ratio,v_ptp_diff,s1_vib_speed_norm,s2_vib_speed_norm,all_vib_speed_norm,cars_s1_dominant,cars_s2_dominant,car_diffs_mean,car_diffs_std,car_diffs_max,car_diffs_min,psd_s1_low,psd_s2_low,psd_ratio_low,psd_diff_low,psd_sum_low,psd_s1_mid1,psd_s2_mid1,psd_ratio_mid1,psd_diff_mid1,psd_sum_mid1,psd_s1_corrug_classic,psd_s2_corrug_classic,psd_ratio_corrug_classic,psd_diff_corrug_classic,psd_sum_corrug_classic,psd_s1_corrug_high,psd_s2_corrug_high,psd_ratio_corrug_high,psd_diff_corrug_high,psd_sum_corrug_high,psd_s1_impact,psd_s2_impact,psd_ratio_impact,psd_diff_impact,psd_sum_impact,peak_freq_s1,peak_freq_s2,spec_centroid_s1,spec_centroid_s2,spec_centroid_diff,s1_kurtosis,s2_kurtosis,kurtosis_diff,label
Train1.csv,1.7505652397503122,6.302034863101124,1.0,0.18095298709872332,0.07769635080889484,0.3840411962027764,0.3104700482141041,0.07140247259854118,0.16298674798024687,0.0739916855669265,0.31079319715670684,0.2799865507773408,0.048421463311295675,1.159310416607182,0.6815640303634248,3.0295698484385523,1.2695629835008169,0.5939185266087196,2.566770905087704,0.1719698675394851,1.2144367000539993,1.1102244760179993,0.017966239118476446,0.05223643868281937,1.235676855347262,0.07324799904606955,0.9131563526324911,-0.11025256689363494,-0.04539245293570249,1.24053955078125,1.16424560546875,1.0655298842651837,0.0762939453125,0.06578756412814614,0.05925572883159184,0.06252164647986899,4,1,0.01796623911847644,0.04063646241566617,0.06723004660143325,-0.05264060408105295,7.530200319028199e-05,6.611374590344996e-05,1.1389592769553791,9.188257286832024e-06,0.00014141574909373196,4.1717991010371395e-05,3.548319049973659e-05,1.175678250591093,6.234800510634805e-06,7.720118151010799e-05,4.574184052853821e-06,4.744249293532683e-06,0.9639502099685243,-1.7006524067886173e-07,9.318433346386505e-06,5.397095737137445e-07,5.448399099003658e-07,0.9887689850532543,-5.130336186621364e-09,1.0845494836141103e-06,3.1557973756606394e-07,3.0081580648944046e-07,1.0456037450016886,1.4763931076623474e-08,6.163955440555045e-07,48.828125,48.828125,126.93703839742028,127.84295943665629,-0.9059210392360058,0.13006079196163745,-0.03422292582033748,0.16428371778197493,Normal
Train2.csv,13.35176877775662,48.06636759992383,1.0,0.7341673182253038,0.5491836938168576,2.433666822092629,1.365421233233661,0.07196642824139074,0.7580836250687051,0.6055113930128907,2.4437336135763656,1.5943175386921178,0.10005536930712444,1.4089340161981192,0.7706447050707945,3.1800844755438495,1.6469108904674274,0.6574514576156317,2.9183216647557173,0.7461254716470045,1.5279224533327733,0.9684503470292203,-0.02391630684340129,-0.01602698991338436,0.9958801616886694,-0.01006679148373646,0.8555005427753848,-0.23797687426930825,-0.07787594058660567,8.9569091796875,9.833145141601562,0.910889460067422,-0.8762359619140625,0.05115518021466232,0.052821616401989166,0.051988398308325745,4,3,-0.023916306843401285,0.4016897128437766,0.4382513367204799,-0.8273693817143075,0.001226463935091043,0.001803775219382294,0.6799424018967538,-0.0005773112842912512,0.003030239154473337,0.0005413288460349476,0.000605881024097882,0.8934558618750081,-6.455217806293435e-05,0.0011472098701328297,0.00036107303747907725,0.0003935995393319673,0.9173591024339122,-3.2526501852890035e-05,0.0007546725768110445,0.00013945709397823609,0.000154059855296899,0.9052078395221214,-1.4602761318662904e-05,0.0002935169492751351,1.9105674279105875e-05,2.1244359327555522e-05,0.8992869447176426,-2.138685048449647e-06,4.03500336066614e-05,48.828125,58.59375,199.79333094792273,177.25323272562548,22.540098222297246,1.1164991065716263,2.032942443483413,-0.9164433369117866,Side II
Train3.csv,17.802358370342162,64.08849013323179,1.0,0.4507153741808731,0.190840166687259,0.9045373172658663,0.7645901738778442,0.07815875277959994,0.46724919529302283,0.1925559099565028,1.0701833424290534,0.7325701895832083,0.20783050573832515,1.44318853393322,0.5855106702781843,2.982812025310944,1.6177419476613566,0.5503173479726683,2.8324956210658945,0.45898228473694797,1.5304652407972883,0.9646124896710201,-0.016533821112149738,-0.018011373914193312,0.8452163626434588,-0.16564602516318716,0.8921000311078617,-0.1745534137281366,-0.05702624014216871,5.1219940185546875,5.47332763671875,0.9358096979949139,-0.3513336181640625,0.023971214956300776,0.02485056321605043,0.024410889086175603,3,5,-0.016533821112149766,0.12322552139369944,0.2026457156040536,-0.2056974657926986,0.00036293676689458815,0.00038366350332958614,0.9459743180431996,-2.072673643499799e-05,0.0007466002702241742,0.00010909309135208886,0.00012469785078752458,0.8748524197546416,-1.5604759435435716e-05,0.00023379094213961345,0.00015991063423579337,0.00020091452076352744,0.7959098113878629,-4.1003886527734077e-05,0.00036082515499932083,0.00014523132278770906,0.00013326381631401254,1.0897949421661288,1.1967506473696521e-05,0.0002784951391017216,1.2700786903946799e-05,1.3743270301905872e-05,0.9240786615049053,-1.042483397959073e-06,2.644405720585267e-05,48.828125,68.359375,294.8675925443564,293.8068931889374,1.0606993554189899,1.2845433367125665,0.8324100544151718,0.4521332822973947,Normal
Train4.csv,12.758356832078547,45.930084595482775,1.0,0.3838545943981956,0.16328733184431288,0.8093109267512116,0.591015315050747,0.07815570228015624,0.4728718442769444,0.2498480909922114,1.191041815630241,0.8411650834027536,0.12357085545199836,1.3430514604675532,0.6439409499982077,3.0488185870200404,1.4537966569258653,0.5674899384323058,2.549632954594369,0.42836321933757,1.3984240586967092,0.8117501333474458,-0.08901724987874882,-0.1039038156830915,0.6794977612311648,-0.3817308888790293,0.923822826422426,-0.11074519645831216,-0.03959641432553338,4.468536376953125,5.8780670166015625,0.7602049456271236,-1.4095306396484375,0.027899741159730092,0.03436979066965406,0.031134765914692074,2,5,-0.08901724987874877,0.1899024983487154,0.09549857645652055,-0.5360228836964797,0.0004154036584178285,0.0005775475271161187,0.719253255639088,-0.00016214386869829023,0.0009929511855339473,9.342343950441297e-05,0.00015084678662786465,0.61932257405198,-5.742334712345168e-05,0.0002442702261322776,6.399567722997525e-05,8.745669238224974e-05,0.7317329726728955,-2.3461015152274493e-05,0.000151452369612225,3.3969832811783795e-05,3.897328399071546e-05,0.8715960713961073,-5.003451178931664e-06,7.294311680249925e-05,3.5080237633016374e-06,4.946438763691589e-06,0.7090585514764584,-1.4384150003899514e-06,8.454462526993227e-06,58.59375,48.828125,164.97873246402088,160.13610207206887,4.842630391952014,0.21440862119793325,1.1357398832819356,-0.9213312620840024,Normal
Train5.csv,0.0,0.0,0.0,0.07115181601479528,0.028787405117175466,0.12616963340256127,0.12070541382647207,0.024983591416925844,0.05509809552619185,0.02381040880811903,0.13511650735949152,0.08016017003059288,0.01977576738163482,1.3331840227179033,0.39177243993657584,2.2894807114539444,1.449386149423659,0.5274249255869048,2.8152391049665697,0.06312495577049357,1.391285086070781,1.2913427223314877,0.016053720488603436,0.12715726399639993,0.9337770942360291,-0.008946873956930251,0.9198260266403194,-0.1162021267057558,-0.04176070242843875,0.3482818603515625,0.350189208984375,0.9945505368686718,-0.0019073486328125,0.07115181601479528,0.05509809552619185,0.06312495577049357,3,0,0.016053720488603436,0.01738004666618604,0.04376117846968247,-0.005371529152393008,8.23270134995477e-07,1.1217983852279545e-06,0.7332306011718512,-2.985282502324776e-07,1.9450685202234316e-06,6.481110841526214e-07,1.3271422375822276e-06,0.4879831887075993,-6.790311534296061e-07,1.975253321734849e-06,4.783953867729173e-07,5.772637940013573e-07,0.8272961090346155,-9.886840722844e-08,1.0556591807742746e-06,1.3348663057832854e-07,1.6921502828756082e-07,0.7842235313841771,-3.572839770923228e-08,3.0270165886588934e-07,2.7600745921496303e-07,3.463881567857846e-07,0.7945217872961681,-7.038069757082155e-08,6.223956160007477e-07,87.890625,273.4375,783.9581811058182,700.3026670074164,83.6555140984018,0.546859000808674,0.4070990457654231,0.1397599550432509,Normal
Train6.csv,5.4593899002382615,19.653803640857742,1.0,0.29870172905306847,0.11591505293210715,0.515921088661813,0.4435503094271906,0.07883767273380293,0.33417407130196725,0.14720948280175183,0.811859694682419,0.5035606598371051,0.11628919258661398,1.2720498169812338,0.6619581306822333,3.4058629984135806,1.4387560091802043,0.532294657089711,2.6160276575881225,0.31643790017751783,1.355402913080719,0.8938480296848823,-0.03547234224889878,-0.05604936415586613,0.6354798206650825,-0.29593860602060607,0.8841310998763028,-0.16670619219897054,-0.06149689110641283,2.8614044189453125,3.2978057861328125,0.8676689098274162,-0.4364013671875,0.04624302506372166,0.05173461835608358,0.04898882170990261,3,5,-0.035472342248898794,0.09669054600128865,0.09291137895544582,-0.1609112779812406,0.000171172299436745,0.00035791466906279565,0.47824757123643313,-0.00018674236962605066,0.0005290869684995407,8.352069636301264e-05,0.0001173140562459534,0.7119350152968413,-3.379335988294077e-05,0.00020083475260896603,2.8948632675302886e-05,4.140164065396871e-05,0.6991977375850777,-1.2453007978665825e-05,7.03502733292716e-05,6.580734895957925e-06,6.957926058376046e-06,0.9456538035832533,-3.771911624181212e-07,1.3538660954333972e-05,2.885918433254758e-06,2.31459365714985e-06,1.2462974340700572,5.71324776104908e-07,5.200512090404607e-06,58.59375,58.59375,171.73429128604323,132.3742505750756,39.36004071096764,0.018689333997555124,0.606450619963415,-0.5877612859658599,Normal
Train7.csv,18.128734940465097,65.26344578567435,1.0,0.4521344143392017,0.25103117949086645,1.2973584916927667,0.6803041906372281,0.07781175758589808,0.46283550366804954,0.2574058528095073,1.2483790676397881,0.8879777945209629,0.18577653825975446,1.2984913227381043,0.5936951350471952,2.8438955049703187,1.4390367181063786,0.4929957481822656,2.456320179113849,0.4574849590036256,1.3687640204222413,0.9768771710009212,-0.010701089328847835,-0.011695551321078194,1.0392335838440439,0.048979424052978615,0.9023330704957349,-0.14054539536827426,-0.05134023905182694,6.43310546875,6.42852783203125,1.0007119259846742,0.00457763671875,0.023636399152708865,0.024195823984625515,0.02391611156866719,3,3,-0.010701089328847807,0.2001298352220611,0.2630102336682741,-0.4130432148758024,0.00042361826065683895,0.0004531031984489676,0.9349245981541051,-2.9484937792128652e-05,0.0008767214591058066,6.706960984084321e-05,6.94843728906689e-05,0.9652335024001849,-2.414763049825698e-06,0.0001365539827315121,0.00018202057232331038,0.00014014273756960798,1.2988134573826575,4.187783475370239e-05,0.0003221633098929184,0.00017491392124200644,0.00022469608056129156,0.7784432303484888,-4.978215931928512e-05,0.00039961000180329797,9.190438532469363e-06,8.004489614748359e-06,1.1480170451458702,1.185948917721004e-06,1.719492814721772e-05,48.828125,48.828125,301.69621817255404,306.6394029224389,-4.943184749884836,1.9893598520095876,1.8383160441976898,0.15104380781189786,Normal
Train8.csv,12.936380415781969,46.57096949681509,1.0,0.35372314250038644,0.13749473891797948,0.6322991207841863,0.5348641334764401,0.07194571955011968,0.36591821052168017,0.11250819697527288,0.7161849629664907,0.4641462195193035,0.1691486700316354,1.2373228412246837,0.4771448158241724,2.183325626514995,1.3801221588546988,0.5445970458704001,2.271549699521337,0.35982067651103333,1.3087225000396914,0.9666700526493098,-0.01219506802129372,-0.016946012099040227,0.8828700274509158,-0.08388584218230444,0.8965307431341718,-0.14279931763001508,-0.054556738754375146,4.154205322265625,4.4429779052734375,0.9350045118006158,-0.2887725830078125,0.02538127777423612,0.026256330525198896,0.02581880414971751,2,4,-0.012195068021293727,0.08419375248007575,0.10803295979822625,-0.1375904915205886,0.0003087895961687143,0.00038718141492343915,0.7975300123838885,-7.839181875472485e-05,0.0006959710110921534,0.00011756825083455729,0.00010074968088960664,1.1669226430675719,1.681856994495065e-05,0.00021831793172416393,5.7218725252057134e-05,4.105857699416598e-05,1.3935536954067294,1.6160148257891154e-05,9.82773022462231e-05,5.271386114151144e-05,5.0639203686848666e-05,1.04094883716278,2.0746574546627743e-06,0.00010335306482836011,3.7280257827357555e-06,3.3334954174460367e-06,1.1180179655460831,3.9453036528971886e-07,7.061521200181793e-06,107.421875,58.59375,199.29959453330483,173.79369155807274,25.50590297523209,-0.05075834096653509,0.29766823206030235,-0.34842657302683744,Normal
Train9.csv,5.429719302954359,19.546989490635692,1.0,0.2649049121010775,0.09631047708931831,0.4380907259988502,0.4215181509649156,0.07238862164115352,0.3102120341454949,0.11773178771357753,0.6093494581102588,0.45053224994464725,0.1395750052781252,1.2106595382654795,0.6353529943504045,3.047155763454766,1.3358340714120458,0.5249099235845719,2.56942891815724,0.2875584731232862,1.2732468048387626,0.8539451375109947,-0.04530712204441739,-0.07877883543733602,0.7189470692407027,-0.17125873211140857,0.9062941707210537,-0.12517453314656635,-0.04915562462644199,2.51617431640625,3.16925048828125,0.7939333075049916,-0.653076171875,0.041200074158658485,0.048246590485366475,0.04472333232201248,2,5,-0.04530712204441742,0.07474405054308006,0.0624888427285718,-0.1444723482674366,0.00019101647534476668,0.00028787164738831536,0.6635450678546125,-9.685517204354867e-05,0.00047888812273308207,4.210348094300108e-05,6.974798834821065e-05,0.6036428906008815,-2.7644507405209573e-05,0.00011185146929121174,1.740242844038377e-05,3.104980561589236e-05,0.5604501427646339,-1.3647377175508592e-05,4.8452234056276133e-05,4.0079066017496884e-06,4.070299538586101e-06,0.984429311516974,-6.239293683641224e-08,8.078206140335788e-06,1.3066083322520934e-06,1.1972758007205483e-06,1.0904070093599507,1.0933253153154505e-07,2.5038841329726415e-06,58.59375,48.828125,128.3017271140241,124.07428116135904,4.22744595266505,0.29079692780767274,0.7185826728340539,-0.4277857450263811,Normal
Train10.csv,8.57480261504814,30.869289414173306,1.0,0.23154708355903172,0.08451492495581012,0.4856724129487204,0.29473033212599326,0.07204713526264901,0.22357225289967897,0.06085875905516066,0.3810057138855571,0.31011939464116606,0.10014818358409595,1.281947751498946,0.6372305394456452,2.9998475423459365,1.393873911681862,0.5743439740841422,2.533675882759111,0.22755966822935536,1.337910831590404,1.03566540521254,0.007974830659352755,0.01752246608315699,1.274708280060917,0.10466669906316328,0.9197007139988884,-0.11192616018291601,-0.04182869131165328,2.0603179931640625,1.8642425537109375,1.1051764073759687,0.196075439453125,0.02418296155736131,0.02335006390087916,0.023766512729120236,3,2,0.007974830659352741,0.03074621462848192,0.06095618211926487,-0.042521750283696313,9.03643522807164e-05,5.928181743964207e-05,1.524292470962932,3.1082534841074334e-05,0.00014964616972035848,1.5923866296242576e-05,1.2002948731927878e-05,1.326552341388178,3.920917564314698e-06,2.7926815028170452e-05,4.070915511939206e-05,3.961658227177843e-05,1.027552737573065,1.0925728476136328e-06,8.032573739117049e-05,3.468799125058603e-05,3.78453649449545e-05,0.9165475020134125,-3.1573736943684696e-06,7.253335619554053e-05,1.5549664916032721e-06,1.3572070436205195e-06,1.144867050209266,1.977594479827526e-07,2.9121735352237917e-06,68.359375,58.59375,315.9967496475753,369.3616086386856,-53.36485899111028,0.554308819214441,0.23220318599363843,0.32210563322080255,Normal
