mean,std,var,rms,abs_mean,max_val,min_val,ptp,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,margin_factor,p01,p05,p10,p25,p50,p75,p90,p95,p99,iqr,p95_p05,p99_p01,is_aw4_proxy,spec_m0,spec_m1,spec_m2,spec_m4,spec_alpha2,spec_zero_crossing,spec_peak_rate,rf_total_cycles,rf_max_range,rf_mean_range,rf_p99_range,rf_p95_range,rf_p90_range,rf_energy_range_m_2.0,rf_energy_amp_m_2.0,log_rf_energy_range_m_2.0,log_rf_energy_amp_m_2.0,rf_energy_range_m_2.5,rf_energy_amp_m_2.5,log_rf_energy_range_m_2.5,log_rf_energy_amp_m_2.5,rf_energy_range_m_2.75,rf_energy_amp_m_2.75,log_rf_energy_range_m_2.75,log_rf_energy_amp_m_2.75,rf_energy_range_m_3.0,rf_energy_amp_m_3.0,log_rf_energy_range_m_3.0,log_rf_energy_amp_m_3.0,rf_energy_range_m_3.25,rf_energy_amp_m_3.25,log_rf_energy_range_m_3.25,log_rf_energy_amp_m_3.25,rf_energy_range_m_3.5,rf_energy_amp_m_3.5,log_rf_energy_range_m_3.5,log_rf_energy_amp_m_3.5,rf_energy_range_m_3.75,rf_energy_amp_m_3.75,log_rf_energy_range_m_3.75,log_rf_energy_amp_m_3.75,rf_energy_range_m_4.0,rf_energy_amp_m_4.0,log_rf_energy_range_m_4.0,log_rf_energy_amp_m_4.0,rf_energy_range_m_4.25,rf_energy_amp_m_4.25,log_rf_energy_range_m_4.25,log_rf_energy_amp_m_4.25,rf_energy_range_m_4.5,rf_energy_amp_m_4.5,log_rf_energy_range_m_4.5,log_rf_energy_amp_m_4.5,rf_energy_range_m_5.0,rf_energy_amp_m_5.0,log_rf_energy_range_m_5.0,log_rf_energy_amp_m_5.0,rf_goodman_su_400_m_3.0,log_rf_goodman_su_400_m_3.0,rf_goodman_su_400_m_3.5,log_rf_goodman_su_400_m_3.5,rf_goodman_su_400_m_4.0,log_rf_goodman_su_400_m_4.0,rf_goodman_su_600_m_3.0,log_rf_goodman_su_600_m_3.0,rf_goodman_su_600_m_3.5,log_rf_goodman_su_600_m_3.5,rf_goodman_su_600_m_4.0,log_rf_goodman_su_600_m_4.0,rf_goodman_su_800_m_3.0,log_rf_goodman_su_800_m_3.0,rf_goodman_su_800_m_3.5,log_rf_goodman_su_800_m_3.5,rf_goodman_su_800_m_4.0,log_rf_goodman_su_800_m_4.0,filename,split,damage,damage_quartile,cv_fold_4,cv_fold_5
5.935076837195951,8.63142014337503,74.50141369146021,10.475044188683889,8.728351737774723,39.39125,-19.34373,58.73498,0.014209630531451634,-0.30433161828130045,3.760485326157308,1.200117100156336,4.513022749116718,5.147969498212954,-15.473143,-10.280573,-5.7338233,1.1274768,5.877941,12.123761,16.622833,19.721903,23.692183,10.9962842,30.002476,39.165326,1.0,131.79903450820464,223.48784989066957,5633.65884115814,7340037.617724866,0.1811278727122579,6.537913305835876,36.095567226487624,357938.5,24.76222919,0.6073645290479048,2.6613005000000003,1.556037,1.2222910000000002,262909.3859979847,65727.34649949617,12.47956851544539,11.09328556499257,384147.3061234983,67908.29128361755,12.858783970871764,11.125928141941138,506978.13251598255,75362.75029234984,13.13622512298068,11.23008167303788,711537.5229760146,88942.19037200183,13.475184838371737,11.395753134480499,1060120.8676196698,111431.47966462976,13.873894428932287,11.62117412290873,1668582.897463477,147483.2852210403,14.327485859076013,11.901476908211826,2755422.2518185256,204797.9841687131,14.829081619193355,12.229784212021483,4738078.084466282,296129.88027914264,15.371142355090962,12.59855679868611,8423464.606777927,442703.82449100615,15.946531893791564,13.00065851653979,15387911.170421211,680056.0210563163,16.5490928351711,13.42993192813128,54663783.66383718,1708243.2394949119,17.816711976166683,14.350976640469865,92322.31823085612,11.433052023804583,154998.84015438566,11.951179364638824,315931.17621945566,12.663282837315347,91125.3062968165,11.420001804427049,152321.27585477146,11.93375379118702,308829.66882152157,12.640548408333109,90553.92309779645,11.413711830666278,151049.41018949027,11.92536890239862,305474.60586420784,12.629625204533957,train01.csv,val,0.103662995,Q3,0,0
-7.732027950401875,10.75398131980988,115.64811422681984,13.245088540761653,10.834830739951038,25.297182,-37.650806,62.947988,0.7432906590208792,0.17938317226517972,2.842623954962906,1.2224545861799925,3.474978693153111,3.9434009103889824,-29.840237,-27.880156,-25.715986,-11.272601,-8.015717,-3.8021774,5.1053557,12.580031,21.151672,7.4704236,40.460187,50.991909,0.0,82.13343411888853,109.77663339646574,2173.68163363303,2823312.303131422,0.1427435471433302,5.144438468057369,36.03972698807709,331571.5,25.055892,0.4082841724783553,2.1726730000000005,1.190505,0.8716200000000001,139780.10695342443,34945.02673835611,11.84783295625448,10.461560057032214,212822.02257384156,37621.97383694997,12.268216219384492,10.535370149091497,294103.3375738814,43718.722698613354,12.591689873069441,10.685554599603694,436056.13725696795,54507.017157120994,12.985528562499548,10.906103073633018,687886.58072595,72305.16997919828,13.441380703456598,11.18866474308385,1143391.0114322987,101062.44221644045,13.949509851109534,11.523503739382402,1983759.8645442938,147443.8340858068,14.500505027578669,11.90120937860633,3563455.6388222915,222715.97742639322,15.086241597706994,12.31365708485432,6584030.860013055,346030.49675655056,15.700157860332963,12.75428508098508,12448795.240112979,550164.2207429189,16.337134488659323,13.217973913447963,46987108.340636805,1468347.1356449001,17.665383852707464,14.199648609662939,52390.996085322455,10.866509112178893,97336.58579561385,11.485940481308907,215813.0634754938,12.282172498707293,53041.972947425085,10.878857674333911,98446.4285635718,11.49727796451409,217733.84132177747,12.291033277236526,53387.38536328729,10.88534849873101,99049.86918684837,11.503388827321395,218834.28463450726,12.29607460085417,train02.csv,val,0.149208849,Q3,0,0
1.926783167282217,9.019780884320642,81.35644720115607,9.223282527109216,6.7831962436406,29.944937,-28.079456,58.024393,0.6611412493176281,-0.19160072407592726,3.2466680793436273,1.3597251475893832,4.414576238145592,5.505856492784539,-22.896507,-14.864844,-8.776259,-2.5941331,1.9638029,5.9562488,15.420769,18.465061,21.373297,8.5503819,33.329905,44.269804,1.0,102.0108194379692,158.6129426143484,3581.1501137630485,4801318.297634251,0.16181514210477566,5.924997137954864,36.61583867347764,345931.0,27.4326531,0.4965550382849398,2.3937668,1.1990096000000001,0.9779154000000005,185998.78086327558,46499.695215818894,12.133500774540211,10.74722254234151,276864.63447370095,48943.21512677218,12.531287593380812,10.79843646174659,376445.74702146015,55958.99509630435,12.83853187404412,10.932392341150829,549785.7746509784,68723.2218313723,13.217285799587616,11.137856990035509,857716.8688864014,90156.38004365191,13.662030500253863,11.40931208932573,1418037.685851143,125338.0079554278,14.164785267684534,11.7387774089191,2462740.6150303767,183044.29136251885,14.716785764993979,12.11748889498628,4455802.390742203,278487.6494213877,15.309717937250982,12.537132581401822,8337972.590447082,438210.70386191737,15.936330770045242,12.990457414736888,16039826.757225335,708866.8918182167,16.590585422017387,13.47142445785391,63294030.53776884,1977938.4543052763,17.9633015941661,14.497566181143874,69746.33975716316,11.152634559274027,127966.42966737514,11.759531054798773,287479.2889664938,12.568909576752647,69357.69607009759,11.147046811826986,126968.3353670158,11.751700882483041,284102.2952476795,12.55709316667568,69181.38717516698,11.144501588619827,126515.49392876925,11.748127965438783,282558.1211350231,12.551643086027036,train03.csv,train,0.111297606,Q3,1,1
-2.4779050628525248,6.969851630661143,48.578831753429796,7.397218751256446,5.8776218091443235,38.48947,-54.09785,92.58732,0.2064087524992657,0.11237903296660888,7.313268911735047,1.2585394193213588,9.204037221958536,10.86888371948041,-18.591022,-14.3137045,-11.14611,-6.83903,-2.5957277,1.4945098,7.0516205,9.751516,14.016078,8.3335398,24.065220500000002,32.6071,0.0,276.13990612346646,330.07614285925945,5369.030500169119,6582730.663124169,0.1259297211399761,4.4094391028916,35.01507875225917,343247.0,54.448624,0.6649426178643629,4.0349638296,1.7432410000000003,1.3053044,406082.64196149935,101520.66049037484,12.914314432049254,11.528027458542676,846893.9598352234,149711.11548635352,13.649331951581583,11.916469498905489,1365662.435420095,203006.9356116901,14.127150901800077,12.221000348943067,2348517.2657290734,293564.6582161342,14.669295162034047,12.589856600952517,4272277.884435475,449067.89474868926,15.267657939428538,13.014931595373858,8159929.021254256,721242.6431162241,15.914746151076832,13.48873228306193,16259499.240326203,1208494.5114360787,16.6041879260843,14.004886764957485,33623492.907596484,2101468.3067247802,17.330735604030988,14.558147327907744,71846669.39928283,3775975.4216109803,18.09004482841738,15.14416956195128,158049879.12478322,6984883.830928025,18.878421238161728,15.759259062481153,824036809.9984891,25751150.312452786,20.52972576041777,17.06398989523772,288502.93371163215,12.57246399988632,703443.1340143867,13.463743740889912,2024391.6288982155,14.520780277186313,289894.62646202574,12.577276228428323,708069.6752993057,13.470299191562862,2043739.9302275241,14.530292475808691,290700.2490183844,12.580051383126607,710866.1917255437,13.47424090051578,2055746.768043062,14.536150217118367,train04.csv,train,0.894736481,Q4,1,1
3.0745978793732656,8.83038255181263,77.97565601135693,9.350337327134435,7.164898302640972,29.429405,-19.364319,48.793724,0.2607811568615457,0.07648331567546585,3.1474163913982514,1.3050202416184624,4.107442103969283,5.0023649241445565,-15.563205,-13.177941,-10.580088,-0.38000515,2.9789214,7.855743,13.825279,20.105196,24.65888,8.235748150000001,33.283136999999996,40.222085,1.0,68.66254149481601,75.6402681858187,1877.3844770133974,2683359.1975888503,0.13831009496435157,5.228976307375478,37.80617972307954,352181.5,26.3441909,0.3459619939937887,1.4158519999999992,0.8716200000000001,0.6590298000000001,89001.54214957304,22250.38553739326,11.396420211784697,10.010159556999124,112718.15093140499,19925.942221601304,11.632654613998104,9.899827975525259,146085.5480313581,21715.746639745354,11.89195451979241,9.98583897644504,208458.4206250924,26057.30257813655,12.247499675979714,10.168091713413036,324010.11497275485,34057.36802331668,12.688533099657512,10.435831038309972,539808.5150332025,47712.782690277236,13.198971606371048,10.772975580428612,948499.4518260895,70497.6435429854,13.762637544715648,11.163348748090229,1734503.8959731422,108406.49349832139,14.366232568087954,11.593652493811735,3268892.030302967,171799.97438332514,14.999961962718514,12.05409196013044,6305754.994093154,278677.632301513,15.656973424093838,12.537814541357909,24724747.900894396,772648.3719029499,17.023315279744814,13.557580630748742,26872.60651003941,10.198899913296435,49927.07556594405,10.818338760111052,115341.44929000337,11.655660802334983,26580.12779210019,10.187956761468692,49134.48244094028,10.802336709430328,112856.96807955841,11.63388538745851,26441.818280761385,10.18273987984193,48759.11950105096,10.794668034393085,111681.32410675404,11.623413728191146,train05.csv,val,0.054740135,Q2,0,0
-6.8977824869157445,10.94057002207665,119.69607240796229,12.933502064203795,10.346486162874992,40.77429,-44.113018,84.88730799999999,0.6637666244012639,0.08075351094272672,3.4107558607799313,1.2500381142064527,4.263574827524488,4.900751462221128,-31.306578,-27.394917,-24.231573,-10.991449,-6.5313053,-2.9597883,6.2708826,13.528716,21.687931,8.0316607,40.923632999999995,52.994508999999994,0.0,135.62916403480983,200.65781011103508,3199.9778034346155,3871328.8346119835,0.13964982385157468,4.857322513447678,34.782159974505866,329093.5,43.3514133,0.523743539922636,3.2611349999999995,1.5221459999999993,1.088461500000001,255009.7016736858,63752.42541842145,12.449060790607746,11.062778193630827,485650.94221633417,85851.76863270151,13.093247478032476,11.360389115458513,753001.0523613472,111934.27613408134,13.531823232357794,11.6256760915735,1253408.7143839975,156676.0892979997,14.041378167168716,11.96194221023932,2222496.0569397733,233611.1208995214,14.614141922157744,12.361417416002439,4162518.1829656437,367918.10424841405,15.241631021780492,12.815618367574002,8167041.145136388,607018.9648947603,15.915617362745413,13.316316960595891,16662593.826253721,1041412.1141408576,16.62867693445088,13.856089112430627,35124129.459209666,1845984.6594472995,17.37439892970207,14.42852392556801,76087050.02605286,3362604.314618879,18.147388651008608,15.028226622734513,380905611.1442809,11903300.348258778,19.75806216524494,16.2923263438302,150167.9408756422,11.919516211813617,352592.14634500456,12.77307011127828,1001110.2278020822,13.816621168809753,152119.4984803969,11.932428238926105,356895.93300640094,12.785202316015722,1011099.1617428083,13.82654956504665,153175.0310538256,11.939343068785991,359343.1323853046,12.792035794351715,1017360.5465163402,13.832723114820409,train06.csv,val,0.467359393,Q4,0,0
-0.013323069124955393,7.273800356599723,52.90817162767025,7.273812558200903,5.244531592453779,21.027306,-24.620083,45.647389000000004,0.5945528040243024,0.1296420477617644,3.384756311653148,1.3869327348123284,4.694429334448268,5.958250587044751,-18.480474,-13.599401,-7.298225,-3.2717648,-1.0990919,3.1399589,12.043241,14.20741,15.950651,6.4117237,27.806811,34.431125,0.0,52.02564543263407,100.88220313772983,2692.296163292001,3853410.7131804978,0.1901478607091237,7.193705885263446,37.83216839310566,355716.5,22.4580395,0.4081760770416919,1.6284412999999998,0.9821664999999999,0.867367999999999,113595.6521201098,28398.91303002745,11.640409314061236,10.254141361821631,134766.28910126502,23823.539224712804,11.811304785559523,10.078471388344315,163930.8602633875,24368.46817421716,12.007206134269172,10.101086323410966,217107.14689323277,27138.393361654096,12.288150881156003,10.208741580952388,313021.741285043,32902.357517883545,12.654031122745739,10.401329983761796,487401.08094584866,43080.57618680787,13.096844689646788,10.67085071803853,809123.5629759086,60138.46862545642,13.603708155728288,11.004421620877553,1412408.7711835399,88275.54819897124,14.160807861154282,11.388229759005537,2561405.723059294,134617.3056581818,14.756067166730285,11.8101986873778,4780596.400293002,211274.50829769875,15.380076075799192,12.260918287268025,17693109.73357112,552909.6791740975,16.68868589768467,13.222951746977797,26788.33104094185,10.195758991750658,41934.66859015019,10.64389202277896,84658.02606248239,11.34638700990388,26891.956322920912,10.199619684570525,42286.79870061264,10.652253876631564,85777.3829174155,11.359522306382518,26948.643473151737,10.20172534705304,42473.93187250049,10.656669342595363,86368.99735109042,11.366395641605006,train07.csv,val,0.028737481,Q1,0,0
1.3630155787564413,8.907250103750018,79.3391044107547,9.010933130297186,6.871079342566629,28.776934,-25.758049,54.534983,0.6894696107644172,-0.22915202944281182,3.193557598525353,1.3114290590940758,4.188124241244665,4.969801098840446,-19.672602,-16.785913,-12.243498,-2.9549534,3.2648609,4.690867,10.667956,18.292105,22.717493,7.6458204,35.078018,42.390095,1.0,79.91962183710967,164.96134903545683,4333.924322490881,6043253.806618788,0.19720557863818117,7.364002913057789,37.34175759306285,355741.0,20.4408657,0.5141361063864132,2.3318885000000007,1.334982999999999,1.001239,189279.94642705383,47319.98660676346,12.150987679342643,10.764709167552983,253497.16647780157,44812.39135700716,12.443111869158033,10.710262287956033,318590.35236815206,47358.7392259288,12.671664533491326,10.765527763333454,424098.455381779,53012.306922722375,12.957723271287792,10.878298235034084,597244.472378573,62777.59198165478,13.300083484378364,11.047369402327533,886478.97028771,78354.41140871348,13.695013810093048,11.269010312517375,1379115.1905060103,102503.34980988002,14.13695341030071,11.53766051382973,2234422.6875334946,139651.4179708434,14.619493894851887,11.846911885730005,3746230.7769303904,196887.001939619,15.1362610332516,12.190390327979449,6462241.017567576,285593.402823993,15.681486877089826,12.562327911300317,20553919.789729778,642309.9934290556,16.83856227339549,13.37282787882268,53497.67708796445,10.887412205250605,79075.75796432591,11.278174279533761,140909.67657691802,11.855881469160257,53305.34970671055,10.88381073451633,78777.69319661755,11.27439784837789,140360.94447146798,11.851979683059927,53220.74527701438,10.882222337624466,78650.4846846992,11.272781785418225,140135.56592677158,11.850372697034384,train08.csv,train,0.078418334,Q2,3,4
3.968364001449333,2.8841222881098316,8.31816137277189,4.905718522374767,4.23706002397197,31.197628,-15.130052,46.32768,1.09676601394467,-0.17034790694502455,6.35944108780693,1.1578118985904415,7.363036574856893,8.215686743437377,-3.4971106,-0.79296184,0.29975232,2.1322806,4.0923634,5.954654,7.234448,8.225119,10.703921,3.8223733999999996,9.01808084,14.2010316,1.0,93.79067520160227,148.63323881419393,3405.989858804735,4642881.510435359,0.16321862660831596,6.0261764519124235,36.92088689536194,358314.5,29.924212100000002,0.474759040717667,2.2704642699999997,1.1990090000000002,0.9779152999999998,174236.6713547848,43559.1678386962,12.068175573492912,10.68189843008576,249374.3823990345,44083.579212141136,12.426714600054801,10.693865322554199,331030.52565777104,49207.982049414015,12.709968893502875,10.803831447797949,470542.6501678438,58817.831270980474,13.061644007706123,10.982217342325075,712666.7721369911,74909.86674505397,13.476770633072265,11.224054242360292,1142288.191014157,100964.96574192808,13.9485448692017,11.52253876618309,1923861.247943381,142991.8427707677,14.469845310941599,11.870549857435401,3382733.6322468603,211420.85201542877,15.034195003139253,12.26161071517185,6175449.874074306,324557.1038555054,15.636092453857195,12.69021985566307,11651389.370838739,514923.52714780835,16.27093607599129,13.15177561967893,45091547.79473123,1409110.868585351,17.624205398770123,14.158470183460407,61233.135849756145,11.022460088324394,107048.38189598861,11.581045520026274,229822.9327406676,12.345068784929886,60397.01044816525,11.008711443780474,104918.17260458884,11.560945547985066,223309.85546237958,12.316320050450397,59990.883215734844,11.001964552315355,103892.69623030363,11.551123503738582,220200.7801011515,12.302299587257803,train09.csv,train,0.033628754,Q1,1,1
-3.144712691729918,15.500436437273633,240.2635297459601,15.816217868361809,11.570568665216845,36.99815,-51.528698,88.526848,0.8941132737901838,-0.0834847998542709,3.257965867459153,1.3669352226601252,4.453428301270101,5.468641702646361,-42.55314,-35.371838,-20.45225,-7.9264297,-3.7724147,3.7362745,19.395678,28.00133,31.279472,11.6627042,63.37316799999999,73.832612,0.0,137.9634217639646,153.3911861298019,3117.5291308771193,4056935.6571501843,0.13177392494594908,4.753607082753742,36.07395837124997,336959.0,34.1164889,0.48704590655567004,2.6021050999999997,1.2925490999999998,0.977915000000003,197085.59548709154,49271.398871772886,12.19139848213756,10.805119342637182,339758.91633267043,60061.458426856014,12.735994518732914,11.00314027354768,506738.36438149284,75327.10854591409,13.135752076193638,11.229608631595893,815318.210452704,101914.776306588,13.611334984807735,11.531902028685385,1398522.962336498,147001.61820984585,14.150927925790194,11.898205676553593,2526181.7012749678,223285.02643511235,14.74221990757272,12.316208858329272,4753236.35134594,353286.40551938536,15.374336491514473,12.77503718459234,9235313.23329534,577207.0770809588,16.038545197381517,13.265958099340699,18405883.65929018,967340.0992921273,16.728180989887882,13.782306451939712,37440543.096456,1654653.8696757006,17.438264741958882,14.319103007085936,162447127.54161417,5076472.735675443,18.905863143971263,15.44012743200284,100214.7927401331,11.515081067390383,218746.17085586162,12.29567187090588,562590.7831604956,13.240309569813029,100633.87112096862,11.519254108006143,219855.1139859344,12.30072858402866,566151.6520177587,13.246619024033535,100897.942899088,11.521874729568166,220558.49097451026,12.303922737817386,568414.5353827622,13.250608006609834,train10.csv,train,0.716510036,Q4,2,2
